                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.95524,                0.64808,                 1.1601,                0.85911,                0.84106,                0.89615,                0.70012,                0.78421,                 0.5282,                 1.0538,               0.000948,               0.000948,               0.000948
                     37,                0.94528,                0.63898,                 1.1573,                0.85639,                0.85969,                0.89289,                0.69522,                0.79542,                0.52414,                 1.0616,             0.00093385,             0.00093385,             0.00093385
                     38,                 0.9442,                0.64715,                 1.1571,                 0.8343,                0.87711,                0.89489,                0.70347,                0.79253,                0.50892,                  1.055,              0.0009197,              0.0009197,              0.0009197
                     39,                0.93894,                0.62862,                 1.1538,                0.85117,                 0.8719,                0.91279,                0.70885,                0.79201,                0.49832,                 1.0475,             0.00090556,             0.00090556,             0.00090556
                     40,                0.93606,                0.62188,                 1.1456,                0.85028,                0.87866,                0.91201,                0.70668,                0.79171,                0.48715,                 1.0451,             0.00089141,             0.00089141,             0.00089141
                     41,                0.94126,                0.62754,                 1.1521,                0.86232,                 0.8837,                0.90979,                0.71631,                0.78235,                0.47945,                 1.0448,             0.00087726,             0.00087726,             0.00087726
                     42,                0.94467,                0.61965,                 1.1537,                 0.8654,                0.86341,                0.91014,                0.70875,                0.79093,                0.49565,                 1.0452,             0.00086312,             0.00086312,             0.00086312
                     43,                0.93039,                0.61457,                 1.1463,                0.85354,                0.87616,                0.90783,                 0.7111,                0.78338,                0.48244,                 1.0487,             0.00084897,             0.00084897,             0.00084897
                     44,                0.92427,                0.60945,                 1.1401,                0.84674,                0.87921,                0.90336,                0.70772,                0.78646,                0.48935,                 1.0463,             0.00083482,             0.00083482,             0.00083482
                     45,                0.92812,                0.60783,                 1.1436,                0.86095,                0.88396,                0.90852,                0.71767,                0.77093,                0.47444,                 1.0346,             0.00082067,             0.00082067,             0.00082067
                     46,                0.92155,                0.60664,                 1.1401,                0.83428,                0.88217,                 0.8972,                0.70724,                 0.7724,                0.49101,                 1.0359,             0.00080653,             0.00080653,             0.00080653
                     47,                 0.9159,                0.59979,                 1.1352,                0.85614,                0.86964,                0.90839,                0.71246,                0.77425,                 0.4822,                 1.0463,             0.00079238,             0.00079238,             0.00079238
                     48,                0.90301,                0.58773,                  1.125,                 0.8711,                0.86734,                0.90919,                0.71097,                0.77609,                0.48111,                 1.0453,             0.00077823,             0.00077823,             0.00077823
                     49,                0.90755,                0.58963,                 1.1354,                0.86435,                0.88175,                0.91275,                0.72338,                0.76135,                0.46392,                 1.0345,             0.00076409,             0.00076409,             0.00076409
                     50,                0.90619,                0.58355,                 1.1313,                0.85904,                0.87588,                0.90456,                0.71545,                0.76033,                0.47233,                 1.0395,             0.00074994,             0.00074994,             0.00074994
                     51,                0.90976,                0.58476,                 1.1294,                 0.8743,                 0.8729,                0.91109,                0.71957,                0.76464,                0.47033,                 1.0378,             0.00073579,             0.00073579,             0.00073579
                     52,                0.91331,                0.58769,                 1.1389,                0.87161,                0.86261,                0.91052,                 0.7216,                0.76318,                0.46896,                 1.0385,             0.00072164,             0.00072164,             0.00072164
                     53,                 0.8943,                0.57291,                 1.1233,                0.86742,                0.87365,                0.90721,                0.71319,                0.76663,                0.46181,                 1.0355,              0.0007075,              0.0007075,              0.0007075
                     54,                0.89296,                0.57362,                 1.1242,                0.86847,                0.86905,                0.91752,                0.72251,                0.76505,                0.45679,                 1.0387,             0.00069335,             0.00069335,             0.00069335
                     55,                0.87856,                0.56292,                 1.1184,                0.87961,                0.85962,                0.91341,                0.72313,                0.76232,                0.45722,                 1.0363,              0.0006792,              0.0006792,              0.0006792
                     56,                0.89678,                0.56954,                 1.1238,                0.86539,                0.88538,                0.92371,                0.72697,                0.75984,                0.45816,                 1.0291,             0.00066506,             0.00066506,             0.00066506
                     57,                0.88398,                0.56298,                 1.1178,                0.88373,                0.86911,                0.91688,                0.72934,                0.75614,                0.45229,                 1.0358,             0.00065091,             0.00065091,             0.00065091
                     58,                0.87048,                0.55399,                 1.1142,                 0.8902,                0.86099,                0.91738,                0.72553,                0.76332,                0.45824,                 1.0379,             0.00063676,             0.00063676,             0.00063676
                     59,                0.87518,                0.55555,                 1.1133,                0.86463,                0.89116,                0.92202,                 0.7265,                0.75867,                 0.4556,                 1.0343,             0.00062262,             0.00062262,             0.00062262
                     60,                0.87464,                0.55726,                 1.1141,                 0.8629,                0.89134,                0.92021,                 0.7335,                0.74933,                0.44974,                 1.0299,             0.00060847,             0.00060847,             0.00060847
                     61,                 0.8616,                0.54696,                 1.1044,                0.87617,                0.88263,                0.92081,                 0.7285,                0.75495,                0.44382,                 1.0308,             0.00059432,             0.00059432,             0.00059432
                     62,                0.86603,                 0.5476,                 1.1108,                0.87072,                0.87137,                0.91456,                0.72759,                0.75333,                 0.4531,                  1.035,             0.00058017,             0.00058017,             0.00058017
                     63,                 0.8601,                0.54636,                  1.102,                0.86571,                0.88521,                0.91682,                0.72821,                0.74855,                0.44293,                 1.0247,             0.00056603,             0.00056603,             0.00056603
                     64,                0.85017,                0.53709,                 1.0997,                0.86839,                0.87484,                0.91439,                0.72797,                0.75522,                0.44532,                 1.0401,             0.00055188,             0.00055188,             0.00055188
                     65,                0.85404,                0.53941,                 1.1011,                0.86466,                 0.8746,                0.90962,                0.72918,                0.75003,                0.44959,                 1.0351,             0.00053773,             0.00053773,             0.00053773
                     66,                0.85225,                0.53373,                 1.1009,                0.87322,                0.88313,                0.91764,                0.73136,                0.74556,                0.44323,                 1.0328,             0.00052359,             0.00052359,             0.00052359
                     67,                0.85244,                0.53176,                 1.0987,                0.88074,                0.87085,                0.91187,                0.72455,                0.74647,                0.45152,                 1.0336,             0.00050944,             0.00050944,             0.00050944
                     68,                0.83324,                0.52234,                 1.0869,                0.86736,                0.88902,                0.91766,                0.72654,                0.75412,                0.44309,                 1.0381,             0.00049529,             0.00049529,             0.00049529
                     69,                0.84724,                0.52068,                 1.0931,                0.86637,                 0.8892,                0.91824,                0.73354,                0.74537,                0.44033,                 1.0292,             0.00048114,             0.00048114,             0.00048114
                     70,                0.83784,                0.51603,                 1.0906,                0.87366,                0.88666,                0.91858,                0.73271,                0.74441,                0.44038,                 1.0309,               0.000467,               0.000467,               0.000467
                     71,                0.82812,                0.51556,                 1.0893,                0.88731,                0.86656,                0.91584,                0.73228,                0.74425,                 0.4407,                 1.0332,             0.00045285,             0.00045285,             0.00045285
                     72,                0.83504,                0.51715,                 1.0925,                0.87379,                0.88832,                0.91464,                0.72688,                0.74738,                0.43972,                 1.0345,              0.0004387,              0.0004387,              0.0004387
                     73,                0.82657,                0.51219,                 1.0863,                0.87402,                0.88331,                0.91841,                0.73582,                 0.7418,                0.44065,                 1.0299,             0.00042456,             0.00042456,             0.00042456
                     74,                0.82185,                 0.5083,                  1.083,                0.87254,                0.87671,                 0.9146,                0.73214,                 0.7453,                0.44176,                 1.0346,             0.00041041,             0.00041041,             0.00041041
                     75,                0.82323,                0.50272,                 1.0824,                0.90076,                0.85422,                0.91727,                 0.7332,                0.74191,                0.43787,                 1.0317,             0.00039626,             0.00039626,             0.00039626
                     76,                0.81716,                0.50117,                 1.0788,                0.87778,                0.87775,                0.91589,                 0.7319,                0.73744,                0.43666,                 1.0221,             0.00038211,             0.00038211,             0.00038211
                     77,                0.81148,                0.49263,                 1.0777,                0.87301,                 0.8799,                0.91319,                 0.7306,                0.74165,                 0.4399,                 1.0299,             0.00036797,             0.00036797,             0.00036797
                     78,                0.80759,                 0.4935,                 1.0763,                0.85743,                0.89766,                0.91776,                0.73299,                0.74284,                0.43637,                 1.0363,             0.00035382,             0.00035382,             0.00035382
                     79,                 0.8129,                0.49674,                 1.0831,                0.88192,                0.87321,                0.91606,                0.73183,                0.74575,                0.43469,                 1.0348,             0.00033967,             0.00033967,             0.00033967
                     80,                0.80633,                0.49287,                 1.0766,                0.87369,                0.88542,                0.91644,                0.73316,                0.74407,                0.43834,                 1.0341,             0.00032553,             0.00032553,             0.00032553
                     81,                0.80754,                0.49123,                 1.0759,                0.88724,                 0.8704,                0.91855,                0.73586,                0.74171,                0.43877,                 1.0292,             0.00031138,             0.00031138,             0.00031138
                     82,                0.80396,                0.48721,                  1.074,                0.88132,                0.87545,                0.91726,                0.73438,                0.74207,                0.43613,                 1.0295,             0.00029723,             0.00029723,             0.00029723
                     83,                 0.7937,                0.48836,                 1.0664,                0.89639,                0.87015,                0.92171,                0.73716,                0.74178,                0.43249,                 1.0343,             0.00028308,             0.00028308,             0.00028308
                     84,                0.79488,                0.48637,                 1.0713,                0.88877,                0.88074,                0.91547,                0.73477,                0.73768,                0.42795,                 1.0318,             0.00026894,             0.00026894,             0.00026894
                     85,                0.79202,                0.47832,                 1.0683,                 0.8843,                 0.8812,                0.91619,                0.73692,                0.73478,                0.42795,                 1.0322,             0.00025479,             0.00025479,             0.00025479
                     86,                0.79289,                 0.4776,                  1.064,                0.88507,                0.87646,                 0.9142,                0.73521,                0.73594,                0.42617,                 1.0304,             0.00024064,             0.00024064,             0.00024064
                     87,                0.79033,                0.47893,                 1.0679,                0.89285,                0.87315,                0.91669,                0.73725,                0.73583,                0.42633,                 1.0293,              0.0002265,              0.0002265,              0.0002265
                     88,                 0.7832,                0.47415,                 1.0628,                0.88258,                0.88419,                0.91472,                0.73515,                0.73695,                0.42686,                 1.0338,             0.00021235,             0.00021235,             0.00021235
                     89,                0.77497,                0.46592,                 1.0597,                0.88475,                 0.8744,                0.91438,                0.73226,                0.74127,                0.42892,                 1.0362,              0.0001982,              0.0001982,              0.0001982
                     90,                0.78161,                0.46855,                 1.0639,                0.88974,                0.87032,                0.91402,                0.73077,                0.74179,                0.43074,                  1.038,             0.00018406,             0.00018406,             0.00018406
                     91,                0.73904,                0.37687,                 1.0291,                0.87574,                0.88554,                0.91397,                0.73222,                0.73989,                  0.435,                 1.0386,             0.00016991,             0.00016991,             0.00016991
                     92,                 0.7234,                0.36876,                 1.0178,                0.86695,                0.89325,                0.91317,                0.73294,                0.73677,                0.43548,                 1.0349,             0.00015576,             0.00015576,             0.00015576
                     93,                0.72091,                0.36531,                  1.016,                 0.8678,                0.90073,                0.91468,                0.73347,                0.73611,                0.43506,                  1.033,             0.00014161,             0.00014161,             0.00014161
                     94,                0.70951,                0.35943,                 1.0098,                0.87851,                0.88325,                0.91318,                0.73367,                0.73787,                0.43695,                 1.0347,             0.00012747,             0.00012747,             0.00012747
                     95,                0.70239,                0.35276,                  1.004,                0.87037,                0.89375,                0.91154,                0.73294,                0.73815,                0.43497,                 1.0342,             0.00011332,             0.00011332,             0.00011332
                     96,                0.70411,                0.35758,                  1.008,                  0.874,                0.89038,                0.91408,                0.73387,                 0.7365,                0.43266,                 1.0327,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.69941,                0.35306,                 1.0048,                0.87178,                0.89767,                0.91519,                0.73596,                0.73499,                0.43176,                 1.0316,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                 0.7007,                0.35091,                 1.0003,                0.87489,                0.89026,                0.91375,                0.73861,                0.73409,                0.42941,                  1.028,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.68717,                0.34943,                0.99525,                0.87519,                0.89138,                0.91382,                0.74001,                0.73265,                0.42955,                  1.028,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.69439,                0.34536,                 1.0004,                0.87718,                0.89039,                0.91374,                0.73944,                0.73243,                0.43085,                 1.0299,             4.2584e-05,             4.2584e-05,             4.2584e-05
